i,j,t,g,a_ijtg
26,78,6,moderado,5.0
26,78,7,leve,12.0
26,78,7,moderado,4.0
27,59,2,moderado,5.0
27,59,3,moderado,6.0
27,59,4,leve,18.0
27,59,4,moderado,6.0
27,59,5,leve,17.0
27,59,5,moderado,3.0
27,60,4,moderado,1.0
27,60,6,leve,18.0
27,60,6,moderado,2.0
27,60,7,leve,18.0
27,60,7,moderado,2.0
28,20,2,moderado,2.0
28,20,3,moderado,49.0
28,20,5,moderado,12.4
28,62,5,leve,120.0
28,62,6,leve,41.5
28,62,6,moderado,20.0
28,62,7,leve,141.0
28,62,7,moderado,16.0
28,81,2,moderado,31.0
28,81,3,moderado,36.0
28,81,4,leve,132.5
28,81,4,moderado,24.0
28,81,5,leve,10.0
28,81,5,moderado,7.6
28,81,6,leve,72.5
28,81,7,leve,46.5
29,59,2,moderado,10.0
29,59,3,moderado,9.0
29,59,4,leve,30.0
29,59,4,moderado,2.8
29,59,5,leve,1.0
29,60,3,moderado,7.0
29,60,4,moderado,2.2
29,60,5,leve,30.0
29,60,5,moderado,4.0
29,60,6,leve,30.0
29,60,6,moderado,4.0
29,60,7,leve,30.0
29,60,7,moderado,3.0
30,59,2,moderado,18.0
30,59,3,moderado,44.0
30,59,4,leve,126.0
30,59,4,moderado,21.0
30,59,5,moderado,18.0
30,60,3,moderado,44.0
30,60,4,leve,126.0
30,60,6,leve,126.0
30,60,6,moderado,18.0
30,60,7,leve,126.0
30,60,7,moderado,14.0
31,59,2,moderado,8.0
31,59,3,moderado,3.0
31,59,4,leve,22.0
31,59,4,moderado,4.0
31,59,5,leve,23.0
31,59,5,moderado,3.0
31,60,3,moderado,8.0
31,60,6,leve,23.0
31,60,6,moderado,3.0
31,60,7,leve,23.0
31,60,7,moderado,3.0
32,62,6,leve,9.0
32,62,6,moderado,1.0
32,62,7,leve,10.0
32,62,7,moderado,1.0
32,81,2,moderado,4.0
32,81,3,moderado,3.0
32,81,4,moderado,4.0
32,81,5,leve,10.0
32,81,5,moderado,1.0
32,81,6,leve,10.0
33,68,3,moderado,129.0
33,68,5,leve,426.0
33,68,5,moderado,6.8
33,71,4,leve,1.0
33,71,4,moderado,127.0
33,71,5,moderado,40.8
33,71,6,moderado,38.4
33,71,7,leve,426.0
33,71,7,moderado,48.0
33,72,2,moderado,81.0
33,73,3,moderado,94.0
33,73,5,moderado,12.4
33,73,6,leve,426.0
33,73,6,moderado,21.6
33,73,7,leve,426.0
34,27,1,moderado,57.0
34,27,2,moderado,24.0
34,27,3,moderado,48.0
34,27,4,leve,22.0
34,27,4,moderado,69.0
34,27,5,leve,196.0
34,27,6,leve,74.0
34,27,6,moderado,1.6
34,27,7,leve,196.0
34,27,7,moderado,22.0
34,79,5,moderado,1.2
34,79,6,moderado,0.4
34,84,5,leve,76.0
34,85,5,leve,23.0
34,85,5,moderado,26.8
34,85,6,moderado,25.0
34,85,7,leve,196.0
35,68,2,moderado,24.0
35,68,5,leve,501.0
35,68,6,leve,482.0
35,71,4,leve,29.5
35,71,4,moderado,176.0
35,71,6,leve,501.0
35,71,6,moderado,62.4
35,71,7,leve,395.5
35,71,7,moderado,56.0
35,72,1,moderado,126.0
35,72,3,moderado,72.0
35,73,1,moderado,36.0
35,73,2,moderado,72.0
35,73,3,moderado,2.0
35,73,5,leve,94.0
35,73,5,moderado,70.0
35,79,6,moderado,7.6
36,38,4,leve,12.0
36,38,4,moderado,4.0
36,38,5,leve,12.0
36,38,5,moderado,4.0
36,38,6,leve,12.0
36,38,6,moderado,4.0
36,38,7,leve,11.0
36,38,7,moderado,4.0
