i,j,t,g,a_ijtg
24,75,5,leve,147.0
24,75,5,moderado,1.2
24,75,6,leve,67.5
24,75,6,moderado,21.0
24,75,7,leve,50.0
24,75,7,moderado,16.0
25,47,1,moderado,36.0
25,47,2,moderado,90.0
25,47,3,moderado,90.0
25,68,5,leve,5.0
25,68,5,moderado,36.0
25,68,6,moderado,0.2
25,68,7,leve,201.0
25,68,7,moderado,2.8
25,76,6,leve,256.0
25,76,6,moderado,32.2
25,76,7,leve,256.0
25,76,7,moderado,25.2
25,83,4,moderado,43.0
25,83,5,leve,215.0
25,83,6,moderado,3.6
25,83,7,leve,90.0
26,42,4,leve,37.0
26,42,4,moderado,13.0
26,42,5,leve,37.0
26,42,5,moderado,13.0
26,42,6,leve,37.0
26,42,6,moderado,13.0
26,42,7,leve,37.0
26,42,7,moderado,13.0
27,7,2,moderado,6.0
27,7,3,moderado,6.0
27,7,4,leve,17.0
27,7,4,moderado,6.0
27,7,5,leve,18.0
27,7,5,moderado,3.0
27,7,6,leve,18.0
27,7,6,moderado,2.0
27,7,7,leve,18.0
27,7,7,moderado,2.0
28,62,3,moderado,44.0
28,62,4,leve,141.0
28,62,4,moderado,19.6
28,62,5,leve,141.0
28,62,5,moderado,19.6
28,62,6,leve,92.5
28,62,6,moderado,6.4
28,62,7,leve,12.0
28,62,7,moderado,16.0
28,81,1,moderado,30.0
28,81,2,moderado,22.0
28,81,3,moderado,22.0
28,81,4,leve,15.5
28,81,4,moderado,4.4
28,81,5,leve,123.0
28,81,5,moderado,0.4
28,81,6,moderado,13.6
28,81,7,leve,39.0
29,7,2,moderado,11.0
29,7,3,moderado,11.0
29,7,6,leve,30.0
29,7,7,leve,30.0
29,55,5,leve,30.0
29,55,6,leve,30.0
29,55,6,moderado,4.0
29,55,7,moderado,3.0
29,56,4,moderado,9.0
29,56,5,leve,1.0
29,56,5,moderado,4.0
30,37,2,moderado,39.0
30,37,3,moderado,44.0
30,37,4,leve,8.5
30,37,4,moderado,44.0
30,37,5,leve,126.0
30,37,5,moderado,15.0
30,37,6,leve,99.0
30,37,7,leve,105.0
30,37,7,moderado,0.6
30,60,5,leve,112.5
30,60,5,moderado,3.0
30,60,6,leve,53.0
30,60,6,moderado,18.0
30,60,7,moderado,13.4
31,37,2,moderado,5.0
31,37,4,leve,23.0
31,37,4,moderado,8.0
31,37,5,leve,23.0
31,37,5,moderado,3.0
31,37,6,moderado,3.0
31,56,3,moderado,2.0
31,56,4,moderado,8.0
31,60,6,leve,22.0
31,60,7,leve,23.0
31,60,7,moderado,3.0
32,62,3,moderado,4.0
32,62,4,leve,10.0
32,62,4,moderado,4.0
32,62,5,leve,10.0
32,62,5,moderado,4.0
32,62,6,leve,9.0
32,62,6,moderado,1.0
32,62,7,leve,10.0
32,62,7,moderado,1.0
33,64,3,moderado,118.0
33,64,4,moderado,143.0
33,64,5,moderado,46.8
33,64,6,moderado,3.6
33,64,7,leve,426.0
33,64,7,moderado,48.0
33,67,2,moderado,149.0
33,67,4,leve,286.5
33,67,5,leve,330.0
33,67,6,moderado,39.2
33,67,7,leve,273.0
33,68,6,leve,389.5
33,72,3,moderado,21.0
33,72,5,moderado,13.2
33,72,6,moderado,17.2
34,47,1,moderado,55.0
34,47,2,moderado,69.0
34,47,3,moderado,41.0
34,76,5,leve,20.0
34,76,5,moderado,28.0
34,76,6,leve,196.0
34,76,6,moderado,27.0
34,76,7,leve,196.0
34,76,7,moderado,22.0
34,83,4,leve,196.0
34,83,4,moderado,33.0
34,83,5,leve,175.0
35,47,1,moderado,125.0
35,47,2,moderado,9.0
35,47,3,moderado,37.0
35,64,3,moderado,14.0
35,64,4,moderado,1.0
35,64,5,leve,123.0
35,64,6,leve,501.0
35,64,7,leve,501.0
35,64,7,moderado,40.8
35,67,2,moderado,7.0
35,67,3,moderado,176.0
35,67,4,moderado,10.4
35,67,6,moderado,70.0
35,68,5,moderado,70.0
35,68,7,leve,330.0
35,72,1,moderado,34.0
35,72,2,moderado,21.0
35,72,6,leve,47.0
35,72,7,moderado,15.2
35,83,4,moderado,73.6
35,83,6,leve,501.0
36,38,4,leve,12.0
36,38,4,moderado,4.0
36,38,5,leve,12.0
36,38,5,moderado,4.0
36,38,6,leve,12.0
36,38,6,moderado,4.0
36,38,7,leve,11.0
36,38,7,moderado,4.0
