i,j,t,g,a_ijtg
24,28,4,moderado,29.0
24,84,1,moderado,6.0
25,15,7,leve,256.0
25,15,7,moderado,18.8
25,16,5,moderado,36.0
25,16,7,leve,256.0
25,16,7,moderado,9.2
25,28,3,moderado,36.0
25,63,4,moderado,43.0
25,63,6,moderado,27.0
25,72,6,moderado,9.0
25,76,7,leve,256.0
25,84,1,moderado,90.0
25,84,3,moderado,90.0
26,15,6,leve,37.0
26,15,7,leve,37.0
26,15,7,moderado,4.0
26,16,5,moderado,4.0
26,16,6,moderado,5.0
26,16,7,leve,34.5
26,78,3,moderado,13.0
26,78,4,moderado,13.0
26,78,5,leve,2.5
26,78,5,moderado,13.0
26,78,6,leve,37.0
27,59,1,moderado,5.0
27,59,2,moderado,6.0
27,59,3,moderado,4.0
27,59,4,moderado,3.0
27,59,5,moderado,3.0
27,59,6,moderado,2.0
27,59,7,leve,16.0
27,59,7,moderado,2.0
28,20,1,moderado,33.0
28,20,2,moderado,10.0
28,20,3,moderado,36.0
28,20,4,moderado,18.0
28,20,5,moderado,5.0
28,20,6,moderado,20.0
28,20,7,moderado,16.0
28,81,3,moderado,26.0
28,81,4,moderado,13.0
28,81,5,moderado,21.0
29,59,1,moderado,2.0
29,59,2,moderado,11.0
29,59,3,moderado,11.0
29,59,5,leve,17.5
29,59,5,moderado,11.0
29,59,6,moderado,4.0
29,59,7,leve,30.0
29,59,7,moderado,3.0
30,59,1,moderado,44.0
30,59,2,moderado,35.0
30,59,3,moderado,18.0
30,59,4,moderado,30.0
30,59,5,moderado,18.0
30,59,6,leve,46.5
30,59,6,moderado,18.0
30,59,7,moderado,14.0
31,59,1,moderado,6.0
31,59,2,moderado,8.0
31,59,3,moderado,5.0
31,59,4,moderado,4.0
31,59,5,moderado,3.0
31,59,6,moderado,3.0
31,59,7,leve,23.0
31,59,7,moderado,3.0
32,20,2,moderado,4.0
32,20,6,moderado,1.0
32,20,7,moderado,1.0
32,81,4,moderado,4.0
32,81,5,moderado,4.0
33,15,5,moderado,108.0
33,15,6,moderado,60.0
33,16,5,moderado,15.0
33,16,6,leve,197.5
33,16,7,moderado,6.6
33,63,3,moderado,52.0
33,63,4,moderado,57.0
33,63,5,leve,197.5
33,63,5,moderado,149.0
33,71,4,moderado,44.0
33,71,5,moderado,48.0
33,71,6,leve,426.0
33,71,7,leve,426.0
33,71,7,moderado,41.4
33,79,5,moderado,18.0
33,79,6,leve,62.5
34,28,2,moderado,51.0
34,28,3,moderado,36.0
34,71,7,moderado,22.0
34,72,4,moderado,36.0
34,72,6,moderado,27.0
34,72,7,leve,90.0
34,76,5,moderado,28.0
34,76,7,leve,196.0
34,84,2,moderado,69.0
34,84,3,moderado,6.0
35,15,6,moderado,9.2
35,16,5,moderado,29.0
35,63,3,moderado,176.0
35,63,4,moderado,176.0
35,63,6,leve,132.5
35,63,6,moderado,40.0
35,71,6,leve,444.0
35,71,7,leve,265.5
35,71,7,moderado,56.0
35,72,5,moderado,36.0
35,76,4,moderado,120.0
35,76,5,moderado,8.0
35,76,6,moderado,20.8
35,79,4,moderado,33.0
36,70,5,leve,12.0
36,70,5,moderado,4.0
36,70,6,leve,12.0
36,70,6,moderado,4.0
36,70,7,leve,12.0
36,70,7,moderado,4.0
