i,j,t,g,a_ijtg
33,67,5,leve,330.0
33,67,6,leve,160.5
33,67,6,moderado,60.0
33,67,7,moderado,28.0
33,79,4,moderado,45.0
33,83,5,leve,90.0
33,83,7,leve,90.0
34,28,4,moderado,69.0
34,28,5,leve,180.0
34,48,5,leve,196.0
34,48,5,moderado,28.0
34,48,7,leve,196.0
34,67,1,moderado,69.0
34,67,4,moderado,29.0
34,67,6,moderado,27.0
34,67,7,leve,4.0
34,76,2,moderado,31.0
34,76,7,moderado,22.0
34,79,7,leve,67.5
35,15,3,moderado,33.0
35,15,4,moderado,68.0
35,15,5,leve,208.5
35,15,7,leve,501.0
35,15,7,moderado,48.8
35,48,5,moderado,45.2
35,48,6,leve,200.5
35,48,6,moderado,34.0
35,48,7,moderado,7.2
35,64,4,moderado,176.0
35,64,7,leve,154.0
35,67,2,moderado,9.0
35,67,3,moderado,91.0
35,76,2,moderado,69.0
35,76,3,moderado,26.0
35,76,4,moderado,36.0
35,76,5,leve,49.5
35,76,5,moderado,24.8
35,76,6,leve,440.0
35,76,7,leve,449.5
35,79,6,moderado,36.0
36,70,4,leve,12.0
36,70,4,moderado,4.0
36,70,5,leve,12.0
36,70,5,moderado,4.0
36,70,6,leve,12.0
36,70,6,moderado,4.0
